x,y,unique_squirrel_id,shift,date,age,primary_fur_color,location,specific_location,running,chasing,climbing,eating,foraging,other_activities,kuks,quaas,moans,tail_flags,tail_twitches,approaches,indifferent,runs_from
-73.978336690382900000,40.766830005609400000,1D-PM-1007-03,PM,10072018,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
-73.962204767770100000,40.794512635846500000,35A-AM-1014-06,AM,10142018,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
-73.949721767455500000,40.796517007214000000,42I-PM-1014-03,PM,10142018,,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.967130643121100000,40.783887015905700000,22C-PM-1006-05,PM,10062018,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.978671420730700000,40.769687080622900000,4B-PM-1018-01,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,True,False,False
-73.975099256436200000,40.774339188376200000,10B-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
-73.955621819925800000,40.798046020404100000,41D-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,False,"digging,drinking",False,False,False,False,False,False,False,True
-73.967777940846400000,40.786748221134900000,25A-AM-1013-02,AM,10132018,,Gray,Above Ground,BIG TREE,False,True,False,False,False,chasing #3,False,False,False,True,False,False,True,False
-73.961239850978200000,40.795003315038500000,35A-PM-1013-12,PM,10132018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
-73.972055375354800000,40.766448817538400000,3I-AM-1010-04,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.970014824840200000,40.778778019335800000,16D-PM-1010-04,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.978912608860600000,40.768507914969200000,2C-PM-1013-08,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,True,False,False
-73.977184391222900000,40.772366638212500000,7B-AM-1008-01,AM,10082018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.964659745212800000,40.782769822070300000,22F-AM-1007-07,AM,10072018,Juvenile,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
-73.978264381390000000,40.771708609078200000,6A-AM-1006-04,AM,10062018,Adult,Gray,Ground Plane,,False,True,False,False,True,,False,False,False,False,True,False,False,False
-73.978513330142600000,40.771826028833800000,6A-PM-1012-05,PM,10122018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
-73.954332378688800000,40.794308653043600000,37G-PM-1007-03,PM,10072018,Adult,Gray,Above Ground,,False,False,False,True,False,"lying on belly on branch,eating big nut",False,False,False,False,False,False,False,False
-73.971225676528300000,40.776094287248800000,13D-PM-1018-13,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
-73.959335280617500000,40.791815056804600000,33E-AM-1014-02,AM,10142018,Juvenile,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
-73.972748864073600000,40.778191678062100000,14B-PM-1014-06,PM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,False,watching me,False,False,False,False,False,True,False,False
-73.974280455238300000,40.770716767186500000,7E-PM-1013-05,PM,10132018,Adult,Gray,Ground Plane,On rocks,False,False,False,True,True,,False,False,False,False,True,False,True,False
-73.976931945034800000,40.774388357624700000,9A-AM-1013-11,AM,10132018,Juvenile,Gray,Ground Plane,foot of tree,True,True,False,False,False,,False,False,False,False,False,False,True,False
-73.971827082034700000,40.774830099128700000,11D-AM-1010-06,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
-73.969819667116100000,40.780297200146900000,18C-PM-1018-03,PM,10182018,Juvenile,Gray,Above Ground,,True,True,False,False,False,,False,False,False,False,False,False,False,True
-73.953026355248900000,40.792094978835800000,36I-PM-1007-05,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
-73.980820208850300000,40.768292184232500000,1A-PM-1014-02,PM,10142018,Adult,Cinnamon,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,False,False
-73.952229160340500000,40.797698538583500000,42G-PM-1014-01,PM,10142018,Adult,Gray,Above Ground,,False,False,True,False,True,,False,False,True,False,False,False,False,True
-73.968575159548500000,40.770941356785900000,9I-PM-1010-07,PM,10102018,Adult,Gray,Above Ground,ran up tree,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.972159237841800000,40.776034583573000000,12C-AM-1013-02,AM,10132018,Adult,Gray,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,True,False
-73.954090851307500000,40.794201225045000000,37G-PM-1007-04,PM,10072018,,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
-73.957393007991800000,40.793457029446900000,35E-AM-1020-03,AM,10202018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.971758022866400000,40.771572615938300000,8F-PM-1012-01,PM,10122018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.954771179682300000,40.790854075198300000,34I-PM-1010-06,PM,10102018,Adult,Gray,,,False,False,False,False,True,,False,False,False,False,True,False,False,False
-73.958967599551700000,40.791311922358400000,33E-AM-1014-09,AM,10142018,Juvenile,Black,Above Ground,,False,True,False,False,False,,False,False,False,False,False,False,True,False
-73.969876202314600000,40.778205568811300000,16D-PM-1010-09,PM,10102018,Adult,Gray,Ground Plane,,False,True,False,False,False,,True,False,False,False,False,False,True,False
-73.967154956606600000,40.775134287070500000,14H-AM-1007-01,AM,10072018,Adult,Gray,Above Ground,top of tree,True,False,False,False,False,jumping between branches,False,False,False,False,False,False,True,False
-73.967939909738200000,40.774281314995700000,13H-PM-1010-09,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.962942011362200000,40.789133072717000000,29C-AM-1007-03,AM,10072018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.968846687460500000,40.773791155986700000,12G-PM-1007-05,PM,10072018,,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,False,False
-73.964241199043200000,40.777969277719300000,18H-PM-1014-03,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
-73.965327906988800000,40.775874311381700000,15I-AM-1008-02,AM,10082018,Adult,Gray,Above Ground,on fence,False,False,False,True,False,,False,False,False,False,False,False,False,True
-73.955693721825200000,40.799092806243500000,42C-AM-1007-04,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,False,walking,False,False,False,False,False,False,True,False
-73.955880906464800000,40.795276502224100000,38E-PM-1014-03,PM,10142018,,Gray,Ground Plane,THICK UNDERGROWTH,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.957976896139000000,40.797027128241000000,39C-AM-1017-04,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,True
-73.976988747385200000,40.770756153294900000,5C-PM-1010-04,PM,10102018,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,True,False
-73.965590530092300000,40.775261463802300000,14I-PM-1018-06,PM,10182018,Adult,Cinnamon,Above Ground,,True,False,True,False,False,,False,False,False,False,True,False,True,False
-73.958888608379300000,40.790999173343500000,32E-PM-1017-01,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.975483679670600000,40.773887954541200000,9B-PM-1013-01,PM,10132018,Juvenile,Gray,Ground Plane,,False,False,False,False,False,playing,False,False,False,False,True,False,True,False
-73.966293963072200000,40.787850233803100000,26B-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,running across bridle path,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.961305195730600000,40.790935139350500000,31D-AM-1014-02,AM,10142018,Juvenile,Gray,Ground Plane,Undergrowth,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.976423537332200000,40.770606513989000000,5C-PM-1010-11,PM,10102018,Adult,Cinnamon,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,False,False
-73.970505382157700000,40.778750322024200000,16C-AM-1014-04,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.976379112143800000,40.770281512254000000,5D-PM-1018-04,PM,10182018,Adult,Gray,Ground Plane,,False,True,False,False,False,chasing (dog chasing),False,False,False,False,False,False,False,True
-73.960016578548600000,40.795246676183200000,36B-PM-1013-03,PM,10132018,Adult,Gray,Ground Plane,,True,True,False,False,False,,False,False,False,False,True,False,False,True
-73.957372413326400000,40.798008091111500000,40C-AM-1017-02,AM,10172018,Adult,Gray,Ground Plane,,False,True,False,True,False,chasing (#1),False,False,False,False,False,False,False,True
-73.958010935708700000,40.785565440544700000,28I-AM-1013-01,AM,10132018,Adult,Gray,Ground Plane,Jumped onto path & then back into brush,False,False,False,False,False,stood on fence,False,False,False,False,False,False,False,True
-73.954887783013600000,40.795015748910300000,38F-AM-1018-04,AM,10182018,Adult,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
-73.976731443502700000,40.766119988943100000,1F-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.967324369991800000,40.787539295772200000,26A-AM-1014-01,AM,10142018,,Gray,Ground Plane,,False,True,False,False,True,,False,False,False,False,False,False,False,False
-73.959637590703800000,40.790734770835300000,32E-AM-1007-05,AM,10072018,Adult,Black,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
-73.967323555532100000,40.778674959677400000,17F-PM-1020-04,PM,10202018,Juvenile,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.975753618731900000,40.775511981067800000,11A-PM-1013-03,PM,10132018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
-73.967504748030800000,40.778923439724900000,17E-AM-1017-01,AM,10172018,Adult,Gray,Ground Plane,Pond area,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.956276528800400000,40.788061796386800000,31I-PM-1019-02,PM,10192018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.955858952960800000,40.789240039494100000,32H-PM-1006-02,PM,10062018,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
-73.978553652913600000,40.771618450500200000,6A-PM-1012-07,PM,10122018,Adult,Cinnamon,Ground Plane,elevated ground,False,True,False,False,True,,False,False,False,False,False,False,True,False
-73.971903621744600000,40.780358812240900000,17A-AM-1017-01,AM,10172018,Adult,Gray,Above Ground,ground & tree,True,False,True,False,True,,False,False,False,False,True,False,False,True
-73.956838227923300000,40.797568547096300000,40C-AM-1017-07,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,True,False
-73.976730206737000000,40.773709213914000000,8A-PM-1014-01,PM,10142018,Adult,Gray,Ground Plane,,False,False,True,True,False,,True,False,False,False,False,False,False,True
-73.972212563004000000,40.776131146585700000,13C-PM-1019-05,PM,10192018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,True,True,False
-73.975815232258700000,40.769237740146700000,4E-PM-1008-03,PM,10082018,Adult,Gray,,,False,True,False,False,False,chasing #4,False,False,False,False,False,False,False,False
-73.954092292214000000,40.797980039543300000,41E-PM-1013-05,PM,10132018,Juvenile,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.973476264929800000,40.766370340454600000,3H-AM-1008-05,AM,10082018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,False,False
-73.953940002823600000,40.798004127170000000,41E-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.955489100354300000,40.796877459965400000,40E-AM-1014-03,AM,10142018,Adult,Gray,Ground Plane,,False,False,True,False,True,,False,False,False,False,False,False,True,False
-73.980961011717100000,40.768389666550200000,2A-AM-1010-02,AM,10102018,,Gray,Above Ground,perched on small fence,False,False,False,True,False,,False,False,False,False,True,False,False,True
-73.980166190393200000,40.769795014175100000,3A-PM-1017-03,PM,10172018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,True,False,False
-73.957005612395300000,40.787875606758200000,30I-PM-1006-02,PM,10062018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,True,False,False,False,True
-73.970340138568400000,40.779523878426600000,17C-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,then perched on 2-ft high border fencing,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.976769659152000000,40.774190801048400000,9A-AM-1013-04,AM,10132018,Juvenile,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.972878380206700000,40.773167104924600000,9E-PM-1014-02,PM,10142018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,True,False,True,False
-73.955372671450400000,40.798757854112300000,41D-AM-1014-02,AM,10142018,Adult,Gray,Above Ground,,False,False,False,False,False,jumping,False,False,False,False,False,False,True,False
-73.967900884967700000,40.775901392303400000,14G-AM-1012-02,AM,10122018,,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,True,False
-73.970457584892600000,40.769349932609500000,7H-PM-1006-09,PM,10062018,Adult,Black,Ground Plane,by tree,False,False,False,True,True,,False,False,False,True,False,True,False,True
-73.957268697941200000,40.796268457326000000,38D-AM-1017-03,AM,10172018,Adult,Gray,Ground Plane,,False,False,False,False,True,digging,False,False,False,False,False,False,False,False
-73.963829899755400000,40.782596633236700000,22F-AM-1007-03,AM,10072018,Adult,Cinnamon,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.970075907397300000,40.768056087169500000,5I-AM-1010-01,AM,10102018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
-73.972185479003800000,40.776108635243800000,12C-AM-1013-01,AM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,burying,False,False,False,False,False,False,True,False
-73.976644058983600000,40.768239028258100000,3E-AM-1006-02,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,False,True
-73.972517486855600000,40.766424828356600000,3H-PM-1014-07,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.956366125687500000,40.796682311450800000,39D-AM-1008-03,AM,10082018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
-73.968702778272600000,40.770516261619900000,9I-AM-1014-09,AM,10142018,Adult,Gray,Above Ground,,False,False,True,False,True,,False,False,False,False,False,False,False,False
-73.962453873303700000,40.788382985151800000,28D-AM-1012-04,AM,10122018,Adult,Cinnamon,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
-73.970690374054700000,40.772687376068700000,10G-AM-1006-07,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
-73.980207925986600000,40.767872347100700000,1B-AM-1012-10,AM,10122018,Juvenile,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
-73.960239869094600000,40.791015767611900000,32D-PM-1006-04,PM,10062018,Adult,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,True,False,True,False
-73.970924400695600000,40.767694263969700000,5I-AM-1010-02,AM,10102018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.958870810348600000,40.790579407884300000,32F-PM-1008-05,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.958417813526000000,40.792730121447600000,34E-PM-1006-01,PM,10062018,Adult,Gray,Above Ground,,False,False,False,False,False,sitting and watching on a tree,False,False,False,False,False,False,True,False
-73.977981196778800000,40.767517879754600000,2D-AM-1007-01,AM,10072018,Adult,Gray,Ground Plane,,True,False,True,False,False,,False,False,False,False,False,False,False,False
-73.975983065095700000,40.768303473906900000,3E-AM-1006-01,AM,10062018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,True
-73.971020743853800000,40.768218714443200000,5I-AM-1010-05,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,True,False,True,False
-73.979915596608600000,40.769803431499300000,3A-PM-1017-08,PM,10172018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
-73.977447585355000000,40.769716782800300000,4C-PM-1010-11,PM,10102018,Adult,Gray,Ground Plane,,True,False,False,True,False,,False,False,False,False,False,False,False,False
-73.955018489069000000,40.797123533369900000,40E-PM-1017-02,PM,10172018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.956401142112200000,40.795809784936900000,38E-AM-1010-02,AM,10102018,Adult,Gray,Ground Plane,,False,False,True,False,False,,False,False,False,False,False,False,False,False
-73.955288089270100000,40.788904050331600000,32I-AM-1013-04,AM,10132018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,True,False,False,True,False
-73.965182838359200000,40.780282094386300000,19F-PM-1017-06,PM,10172018,Adult,Gray,Ground Plane,,True,True,True,False,False,,False,False,False,False,True,True,False,False
-73.970768362158400000,40.775981556612300000,13E-AM-1017-11,AM,10172018,Adult,Gray,Above Ground,on/in log,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.969105732608800000,40.776597350972100000,14F-PM-1012-07,PM,10122018,Adult,Cinnamon,Ground Plane,,True,True,False,True,True,,False,False,False,False,False,False,True,False
-73.965818181301400000,40.779816063756100000,19F-AM-1007-01,AM,10072018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.969574567203300000,40.779183512214700000,17D-AM-1008-06,AM,10082018,,,Above Ground,"high in tree, couldn't see it, only heard it",False,False,False,False,False,,True,False,False,False,False,False,False,False
-73.963697184366500000,40.782563853736200000,22F-AM-1007-04,AM,10072018,Adult,Cinnamon,,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.958078560061700000,40.795798131089700000,37C-PM-1013-01,PM,10132018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
-73.970595381455000000,40.776291214245700000,13E-PM-1008-05,PM,10082018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.976794914112300000,40.774454583585000000,9A-PM-1010-01,PM,10102018,Adult,,Ground Plane,by large tree in sectioned off area,False,False,True,False,False,i think it climbed the tree when i first saw it.,False,False,False,False,False,False,True,False
-73.969596498345400000,40.780230219279900000,18C-PM-1018-08,PM,10182018,Juvenile,Black,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
-73.959452931098500000,40.784049260655200000,26I-PM-1010-04,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
-73.969353372175000000,40.783824742236900000,21A-AM-1019-06,AM,10192018,Juvenile,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.969803273470400000,40.778234391241700000,16D-AM-1007-02,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.968508063987300000,40.774530979415500000,13G-PM-1008-03,PM,10082018,Juvenile,Cinnamon,Above Ground,maple tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
-73.965609819414900000,40.775764307897300000,15I-AM-1008-05,AM,10082018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
-73.970465600402000000,40.770112577324800000,7H-PM-1006-05,PM,10062018,Adult,Gray,Ground Plane,"Ran across path to eat behind fence, next to the fence.",True,False,False,True,True,,False,False,False,False,True,False,False,True
-73.958553766838200000,40.790390578700500000,32F-AM-1012-03,AM,10122018,Adult,Gray,Above Ground,,False,False,True,False,False,bringing green leaves to nest,False,False,False,False,False,False,False,False
-73.950469354422500000,40.797225436004000000,42H-AM-1019-01,AM,10192018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
-73.969126175593600000,40.770292942860400000,8I-AM-1006-12,AM,10062018,Adult,Gray,Above Ground,tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
-73.952923020790800000,40.796066344257300000,40G-PM-1013-06,PM,10132018,Juvenile,Gray,Ground Plane,along the road,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.963858549251000000,40.780899961091400000,21G-AM-1014-03,AM,10142018,Adult,Gray,Above Ground,,False,False,False,False,True,,False,False,False,False,True,False,True,False
-73.957630447372200000,40.795981062234200000,38D-AM-1017-05,AM,10172018,Adult,Gray,Ground Plane,,True,False,False,True,False,eating (nut),False,False,False,False,False,False,False,True
-73.979356556436100000,40.767925939044800000,2C-AM-1010-09,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,False,False
-73.977922828762900000,40.768101968385900000,3D-PM-1010-01,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,False,False
-73.957013257093400000,40.793201415908700000,35F-PM-1012-01,PM,10122018,Juvenile,Gray,Ground Plane,,True,False,False,True,True,,False,False,False,True,False,False,True,True
-73.961547503801000000,40.793156066867200000,33B-AM-1010-06,AM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.959281949196800000,40.794106200862600000,35C-AM-1007-06,AM,10072018,Adult,,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,False
-73.951938788169200000,40.793627363692900000,38I-PM-1014-04,PM,10142018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,False
-73.969556989704200000,40.771206214717100000,9H-PM-1018-01,PM,10182018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,True,False
-73.976798092512400000,40.774362775678000000,9A-PM-1010-02,PM,10102018,Adult,,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,True,False
-73.973616988665500000,40.771494219625700000,7E-AM-1006-06,AM,10062018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,True,False,False
-73.956200809768000000,40.798181446265000000,40C-AM-1017-06,AM,10172018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.969158575619100000,40.776340465695000000,14F-AM-1007-03,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.977202657267400000,40.769159877301700000,4D-PM-1008-14,PM,10082018,Adult,Cinnamon,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.974542798408900000,40.769184821481700000,5E-AM-1008-03,AM,10082018,Adult,Gray,Ground Plane,,True,False,False,False,True,,False,False,False,False,False,False,False,False
-73.957474957184800000,40.798189889073500000,40C-PM-1006-08,PM,10062018,Adult,Gray,Ground Plane,By the main road,True,False,False,False,False,,False,False,False,False,False,False,False,True
-73.966169446348800000,40.775753058356900000,15H-PM-1008-07,PM,10082018,Adult,Gray,Ground Plane,along bottom of rock outcropping,False,False,False,True,True,,False,False,False,False,False,False,True,False
-73.962688123474200000,40.790520834554900000,30C-AM-1014-01,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,True,False,True,False
-73.966981434632600000,40.780390919948000000,19E-PM-1018-01,PM,10182018,Adult,Gray,Ground Plane,,True,False,False,False,False,,False,False,False,False,True,False,False,True
-73.971826203446900000,40.766677179744200000,4I-PM-1007-02,PM,10072018,Adult,Black,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,False,False
-73.974595371032800000,40.772828402519500000,8D-AM-1007-07,AM,10072018,Adult,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,False,False
-73.965439748476300000,40.779886352290400000,19F-PM-1017-03,PM,10172018,Adult,Cinnamon,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,True,False,False
-73.953295276310600000,40.792007446262200000,36I-AM-1017-08,AM,10172018,Adult,Gray,Ground Plane,,False,True,False,False,False,chasing (#7),False,False,False,False,True,False,False,True
-73.968962779100000000,40.776062004359000000,14F-AM-1007-06,AM,10072018,Juvenile,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,True,False
-73.973305698325000000,40.778382331129600000,14A-PM-1014-06,PM,10142018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,False,False,False,True
-73.963456322292600000,40.780992836417000000,21G-PM-1007-04,PM,10072018,,Gray,Ground Plane,,False,False,False,True,False,,False,False,False,True,False,False,False,True
-73.960291310557800000,40.791063581003800000,32D-PM-1006-03,PM,10062018,Adult,Gray,Above Ground,,False,False,False,True,False,,False,False,False,False,True,False,True,False
-73.977604457844600000,40.769760730803300000,4C-PM-1010-15,PM,10102018,Juvenile,Gray,Above Ground,on tree,False,True,False,False,False,chasing #14,False,False,False,False,False,False,True,False
-73.960728080160100000,40.790150670624800000,31D-PM-1006-01,PM,10062018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,True,False,False,False,True
-73.973354580251500000,40.767505602535700000,4G-AM-1006-04,AM,10062018,Adult,Black,Ground Plane,,False,False,False,True,False,,False,False,False,False,False,False,True,False
-73.969504136672200000,40.779787880948200000,17D-AM-1008-02,AM,10082018,Adult,Gray,Ground Plane,,False,True,False,False,False,,False,False,False,False,False,False,False,True
-73.976439755028900000,40.773700455710400000,8B-AM-1007-01,AM,10072018,Adult,Gray,Above Ground,,False,False,True,False,False,,False,False,False,False,True,False,True,False
-73.971492118837200000,40.776758371867000000,14D-AM-1014-11,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.971379936565000000,40.772143494122600000,9F-PM-1014-05,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,True,,False,False,False,False,False,False,True,False
-73.966011006041600000,40.780999009859700000,20F-AM-1014-01,AM,10142018,Adult,Gray,Ground Plane,,False,False,False,True,True,,False,False,False,False,False,False,True,False
-73.971117699947100000,40.772427854728100000,10F-PM-1019-06,PM,10192018,Adult,Gray,Above Ground,Different tree,False,False,True,False,False,,False,False,False,False,False,False,True,False
-73.972571258874100000,40.766910183292600000,4H-AM-1006-02,AM,10062018,Adult,Gray,Ground Plane,,False,False,True,False,False,climbing (over small wire fence then on the ground),False,False,False,False,False,True,False,True
-73.962059744906600000,40.792246587681300000,33B-PM-1010-10,PM,10102018,Adult,Gray,Ground Plane,,False,False,False,False,True,,True,False,False,False,False,False,False,False
-73.958347785063400000,40.791407363278200000,33F-PM-1012-06,PM,10122018,Adult,Gray,Ground Plane,,False,True,False,True,True,,True,False,False,False,True,False,False,False
-73.979021425344300000,40.768679116977600000,3B-PM-1007-10,PM,10072018,Adult,Gray,Ground Plane,,False,False,False,True,False,hopping,False,False,False,False,False,False,True,False
-73.976701696339700000,40.767401278454100000,2E-PM-1014-02,PM,10142018,Adult,Gray,Ground Plane,,False,False,False,False,False,,False,False,False,False,False,False,True,False
-73.956503570561900000,40.793738270505600000,36F-AM-1017-04,AM,10172018,Juvenile,Gray,Ground Plane,,True,False,False,True,True,,True,False,False,False,False,True,False,True
